_id,Vakances_Nr,Aktualizacijas_datums,Iestades_registracijas_numurs,Vakances_nosaukums,Vakances_kategorija,Alga_no,Alga_lidz,Slodzes_tips,Darba_laika_veids,Darba_stundas_nedela,Pieteiksanas_termins,Attels,Vieta,Vakances_paplasinats_apraksts
1137,250910-38,2025-09-10T00:00:00,40900040161,VECĀKAIS EKSPERTS,Izglītība / Zinātne,1740.000,1740.000,Viena vesela slodze,Normālais darba laiks,,2025-09-23T00:00:00,"","Dubultu prospekts 1, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/426315134
1138,250915-156,2025-09-15T00:00:00,90000057795,Pamatdarbības atbalsta struktūrvienības VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS,Valsts pārvalde,1638.000,1927.000,Viena vesela slodze,Normālais darba laiks,,2025-09-26T00:00:00,"","13. janvāra iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426808644
1139,250901-178,2025-09-01T00:00:00,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,,2025-10-31T00:00:00,"","Līgatnes iela 6, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425254504
1140,250901-180,2025-09-01T00:00:00,90000027165,TEHNISKAIS INSPEKTORS,Valsts pārvalde,1125.000,1820.000,Viena vesela slodze,Normālais darba laiks,40,2025-10-31T00:00:00,"","Līgatnes iela 6, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425254998
1141,250901-179,2025-09-01T00:00:00,90000027165,NAMDARIS,Valsts pārvalde,775.000,1245.000,Viena vesela slodze,Normālais darba laiks,40,2025-10-31T00:00:00,"","Līgatnes iela 6, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425254798
1142,250901-196,2025-09-02T00:00:00,90000027165,IESLODZĪJUMA VIETAS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1750.000,1945.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Dzirnavu iela 32, Valmiermuiža, Valmieras pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425256621
1143,250901-192,2025-09-02T00:00:00,90000027165,PSIHOLOGS,Valsts pārvalde,1800.000,2040.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Dzirnavu iela 32, Valmiermuiža, Valmieras pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425256192
1144,250901-197,2025-09-01T00:00:00,90000027165,IESLODZĪJUMA VIETAS APSARGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,,2025-09-30T00:00:00,"","Dārza iela 14/16, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/425258709
1145,250901-195,2025-09-02T00:00:00,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,,2025-09-30T00:00:00,"","Dzirnavu iela 32, Valmiermuiža, Valmieras pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425256375
1146,250901-203,2025-09-01T00:00:00,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,,2025-09-30T00:00:00,"","Ķieģeļu iela 14, Jēkabpils, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425260174
1147,250901-206,2025-09-01T00:00:00,90000027165,IESLODZĪJUMA VIETAS APSARGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,,2025-09-30T00:00:00,"","Ķieģeļu iela 14, Jēkabpils, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425260320
1148,250901-218,2025-09-02T00:00:00,90000027165,ĢIMENES (VISPĀRĒJĀS PRAKSES) ĀRSTS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,20,2025-09-30T00:00:00,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425261358
1149,250901-211,2025-09-02T00:00:00,90000027165,IESLODZĪJUMA VIETAS APSARGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,,2025-09-30T00:00:00,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425261003
1150,250901-204,2025-09-01T00:00:00,90000027165,TEHNISKAIS INSPEKTORS,Valsts pārvalde,1125.000,1820.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Ķieģeļu iela 14, Jēkabpils, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425260251
1151,250901-217,2025-09-02T00:00:00,90000027165,ĀRSTA PALĪGS/ FELDŠERIS,Veselības aprūpe / Sociālā aprūpe,1765.000,2005.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425261315
1152,250901-207,2025-09-01T00:00:00,90000027165,PSIHOLOGS,Valsts pārvalde,1800.000,2040.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Ķieģeļu iela 14, Jēkabpils, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425260388
1153,250901-215,2025-09-02T00:00:00,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1770.000,1970.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425261134
1154,250901-216,2025-09-02T00:00:00,90000027165,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,1605.000,2005.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425261169
1155,250901-219,2025-09-02T00:00:00,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,,2025-09-30T00:00:00,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425261388
1156,250902-93,2025-09-02T00:00:00,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1770.000,1970.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Dārza iela 14/16, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/425365028
1157,250902-98,2025-09-02T00:00:00,90000027165,PSIHOLOGS,Valsts pārvalde,1800.000,2040.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Dārza iela 14/16, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/425365431
1158,250902-131,2025-09-02T00:00:00,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1770.000,1970.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Dzirnavu iela 32, Valmiermuiža, Valmieras pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425389820
1159,250902-135,2025-09-02T00:00:00,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1770.000,1970.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425392444
1160,250902-134,2025-09-02T00:00:00,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1770.000,1970.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425391669
1161,250902-140,2025-09-02T00:00:00,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1770.000,1970.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425395421
1162,250902-129,2025-09-02T00:00:00,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,,2025-09-30T00:00:00,"","Dārza iela 14/16, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/425386420
1163,250902-145,2025-09-02T00:00:00,90000027165,NARKOLOGS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,10,2025-09-30T00:00:00,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425400545
1164,250902-147,2025-09-02T00:00:00,90000027165,PEDIATRS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,20,2025-09-30T00:00:00,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425400824
1165,250902-144,2025-09-02T00:00:00,90000027165,"DERMATOLOGS, VENEROLOGS",Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,10,2025-09-30T00:00:00,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425400267
1166,250902-142,2025-09-02T00:00:00,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,,2025-09-30T00:00:00,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425399500
1167,250902-149,2025-09-02T00:00:00,90000027165,ZOBĀRSTS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,20,2025-09-30T00:00:00,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425401659
1168,250902-150,2025-09-02T00:00:00,90000027165,PSIHOLOGS,Valsts pārvalde,1800.000,2040.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425403239
1169,250902-151,2025-09-02T00:00:00,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1480.000,1645.000,Viena vesela slodze,Summētais darba laiks,,2025-09-30T00:00:00,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425403582
1170,250902-153,2025-09-02T00:00:00,90000027165,ĶIRURGS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425404479
1171,250905-91,2025-09-05T00:00:00,90000042982,ĶĪMIĶIS ANALĪTIĶIS,Valsts pārvalde,1170.000,1300.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-25T00:00:00,"","Lielvārdes iela 36, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425863127
1172,250912-8,2025-09-12T00:00:00,50103237791,Struktūrvienības VADĪTĀJS (citur neklasificētu komercpakalpojumu jomā),Vadība / Administrēšana,2400.000,2600.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Latgales iela 165, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426554308
1173,250825-121,2025-08-25T00:00:00,90002128378,PĒTNIEKS,Izglītība / Zinātne,5.500,8.250,"","",,2025-09-23T00:00:00,"","Dzērbenes iela 27, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424564327
1174,250825-122,2025-08-25T00:00:00,90002128378,VADOŠAIS PĒTNIEKS,Izglītība / Zinātne,6.000,9.000,"","",,2025-09-23T00:00:00,"","Dzērbenes iela 27, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424564584
1175,250902-124,2025-09-02T00:00:00,90002128378,ĶĪMIJAS INŽENIERIS,Izglītība / Zinātne,12.000,16.000,"","",,2025-09-23T00:00:00,"","Dzērbenes iela 27, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425384166
1176,250723-32,2025-08-28T00:00:00,90009226487,PALĪGSTRĀDNIEKS,Cita,740.000,816.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Berģu iela 142, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421391736
1177,250826-137,2025-08-26T00:00:00,90009226487,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,750.000,808.000,Viena vesela slodze,Summētais darba laiks,,2025-09-30T00:00:00,"","Berģu iela 142, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424688380
1178,250729-6,2025-08-28T00:00:00,90009226487,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,750.000,808.000,Viena vesela slodze,Summētais darba laiks,35,2025-09-30T00:00:00,"","Kapseļu iela 31, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421851469
1179,250729-5,2025-08-28T00:00:00,90009226487,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,750.000,808.000,Viena vesela slodze,Summētais darba laiks,35,2025-09-30T00:00:00,"","Zebiekstes iela 12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421850067
1180,250729-12,2025-08-28T00:00:00,90009226487,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,750.000,808.000,Viena vesela slodze,Summētais darba laiks,,2025-09-30T00:00:00,"","Stāmerienas iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421854680
1181,250729-14,2025-08-28T00:00:00,90009226487,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,750.000,808.000,Viena vesela slodze,Summētais darba laiks,35,2025-09-30T00:00:00,"","Kalnciema iela 93, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421858767
1182,250731-10,2025-08-28T00:00:00,90009226487,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS (BĒRNU SOCIĀLĀS APRŪPES UN SOCIĀLĀS REHABILITĀCIJAS JOMĀ),Veselības aprūpe / Sociālā aprūpe,1273.000,1591.000,Viena vesela slodze,Normālais darba laiks,35,2025-09-30T00:00:00,"","Stāmerienas iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422080007
1183,250731-12,2025-08-28T00:00:00,90009226487,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,550.000,610.000,Nepilna slodze,Nepilnais darba laiks,,2025-09-30T00:00:00,"","Berģu iela 160, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422081218
1184,250731-16,2025-08-28T00:00:00,90009226487,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,1100.000,1220.000,Viena vesela slodze,Normālais darba laiks,35,2025-09-30T00:00:00,"","Kalnciema iela 93, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422084640
1185,250731-14,2025-08-28T00:00:00,90009226487,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,550.000,610.000,Nepilna slodze,Nepilnais darba laiks,,2025-09-30T00:00:00,"","Berģu iela 142, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422083470
1186,250731-20,2025-08-28T00:00:00,90009226487,PALĪGSTRĀDNIEKS,Cita,740.000,816.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Berģu iela 142, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422087343
1187,250731-23,2025-08-28T00:00:00,90009226487,PALĪGSTRĀDNIEKS,Cita,296.000,326.400,Viena vesela slodze,Nepilnais darba laiks,,2025-09-30T00:00:00,"","Kapseļu iela 31, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422089161
1188,250731-45,2025-08-28T00:00:00,90009226487,PSIHOLOGS,Veselības aprūpe / Sociālā aprūpe,572.000,722.500,Nepilna slodze,Nepilnais darba laiks,,2025-09-30T00:00:00,"","Stāmerienas iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422116750
1189,250915-136,2025-09-15T00:00:00,90009226487,VESELĪBAS APRŪPES VADĪTĀJS,Veselības aprūpe / Sociālā aprūpe,1590.000,1816.000,Viena vesela slodze,Normālais darba laiks,35,2025-09-30T00:00:00,"","Stāmerienas iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426799318
1190,250915-141,2025-09-15T00:00:00,90009226487,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS (BĒRNU SOCIĀLĀS APRŪPES UN SOCIĀLĀS REHABILITĀCIJAS JOMĀ),Veselības aprūpe / Sociālā aprūpe,1273.000,1591.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Zebiekstes iela 12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426802277
1191,250903-94,2025-09-03T00:00:00,40003400059,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,715.000,715.000,Nepilna slodze,"",20,2025-10-03T00:00:00,"","Čiekurkalna 1. līnija 1 k-1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425556403
1192,250909-102,2025-09-09T00:00:00,40003400059,Datu ievades OPERATORS,Veselības aprūpe / Sociālā aprūpe,820.000,820.000,Viena vesela slodze,"",,2025-10-10T00:00:00,"","Rīga, Čiekurkalna 1. līnija, 1 k-1",https://cvvp.nva.gov.lv/#/pub/vakances/426200274
1193,250919-52,2025-09-19T00:00:00,42403026217,PAVĀRS,Ēdināšana / Pārtikas rūpniecība,900.000,1300.000,Viena vesela slodze,Summētais darba laiks,,2025-09-30T00:00:00,"","Pils iela 4, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/427273126
1194,250806-151,2025-08-06T00:00:00,40003410729,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,800.000,898.000,Viena vesela slodze,Maiņu darbs,,2025-09-30T00:00:00,"","Duntes iela 22, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422895106
1195,250806-145,2025-08-06T00:00:00,40003410729,RADIOGRĀFERS,Veselības aprūpe / Sociālā aprūpe,1720.000,1806.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Duntes iela 22, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422893603
1196,250806-147,2025-08-06T00:00:00,40003410729,"ANESTEZIOLOGS, REANIMATOLOGS",Veselības aprūpe / Sociālā aprūpe,3040.000,3131.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Duntes iela 22, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422894067
1197,250806-146,2025-08-06T00:00:00,40003410729,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1189.000,2476.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Duntes iela 22, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422893885
1198,250918-135,2025-09-18T00:00:00,40003410729,SABIEDRISKO ATTIECĪBU SPECIĀLISTS,Veselības aprūpe / Sociālā aprūpe,1800.000,2500.000,Viena vesela slodze,Normālais darba laiks,40,2025-10-17T00:00:00,"","Duntes iela 22, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427223053
1199,250918-137,2025-09-18T00:00:00,40003410729,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1189.000,2476.000,Viena vesela slodze,"",,2025-10-31T00:00:00,"","Duntes iela 22, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427223489
1200,250918-138,2025-09-18T00:00:00,40003410729,RADIOGRĀFERS,Veselības aprūpe / Sociālā aprūpe,1720.000,1806.000,Viena vesela slodze,"",,2025-10-31T00:00:00,"","Duntes iela 22, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427223557
1201,250918-139,2025-09-18T00:00:00,40003410729,"ANESTEZIOLOGS, REANIMATOLOGS",Veselības aprūpe / Sociālā aprūpe,3040.000,3131.000,Viena vesela slodze,"",,2025-10-31T00:00:00,"","Duntes iela 22, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427223638
1202,250918-136,2025-09-18T00:00:00,40003410729,FIZIOTERAPEITS,Veselības aprūpe / Sociālā aprūpe,1625.000,1839.000,Viena vesela slodze,"",,2025-10-17T00:00:00,"","Duntes iela 22, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427223357
1203,250822-124,2025-08-22T00:00:00,48503025354,MEŽSTRĀDNIEKS,Lauksaimniecība / Vide,1000.000,1000.000,Viena vesela slodze,Normālais darba laiks,,2025-09-22T00:00:00,"","Tirgus laukums 4, Dobele, Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/424422929
1204,250828-25,2025-08-28T00:00:00,40900010383,SĒTNIEKS,Izglītība / Zinātne,740.000,740.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Krišjāņa Barona iela 97A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424888140
1205,250829-4,2025-08-29T00:00:00,40900013483,SKOLOTĀJA PALĪGS,Izglītība / Zinātne,845.000,845.000,Viena vesela slodze,"",,2025-09-28T00:00:00,"","Malnavas iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424974338
1206,250916-80,2025-09-16T00:00:00,40003345734,TRANSPORTLĪDZEKĻU REĢISTRATORS,Transports / Loģistika,7.720,9.380,Viena vesela slodze,Summētais darba laiks,,2025-09-28T00:00:00,"","Eduarda Lācera iela 3, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426871832
1207,250902-162,2025-09-02T00:00:00,90000027165,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,1605.000,2005.000,Nepilna slodze,Nepilnais darba laiks,10,2025-09-30T00:00:00,"","Dārza iela 14/16, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/425407996
1208,250902-155,2025-09-02T00:00:00,90000027165,PNEIMONOLOGS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Nepilnais darba laiks,20,2025-09-30T00:00:00,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425405168
1209,250902-156,2025-09-02T00:00:00,90000027165,RADIOLOGS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Nepilnais darba laiks,20,2025-09-30T00:00:00,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425405599
1210,250902-157,2025-09-02T00:00:00,90000027165,Klīniskais un veselības PSIHOLOGS,Veselības aprūpe / Sociālā aprūpe,1350.000,2090.000,Nepilna slodze,Nepilnais darba laiks,20,2025-09-30T00:00:00,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425405814
1211,250902-161,2025-09-02T00:00:00,90000027165,VIRSMĀSA,Veselības aprūpe / Sociālā aprūpe,2110.000,2110.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425406825
1212,250902-158,2025-09-02T00:00:00,90000027165,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,1340.000,1340.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425406388
1213,250902-160,2025-09-02T00:00:00,90000027165,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,1605.000,2005.000,Nepilna slodze,Normālais darba laiks,20,2025-09-30T00:00:00,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425406626
1214,250902-130,2025-09-02T00:00:00,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1770.000,1970.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Līgatnes iela 6, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425387755
1215,250902-154,2025-09-02T00:00:00,90000027165,NEATLIEKAMĀS MEDICĪNAS ĀRSTS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425404928
1216,250911-147,2025-09-11T00:00:00,90009029104,Neatliekamās medicīnas ĀRSTA PALĪGS/ FELDŠERIS,Veselības aprūpe / Sociālā aprūpe,2341.000,2341.000,Viena vesela slodze,Summētais darba laiks,40,2025-09-30T00:00:00,"","Slimnīcas iela 9, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426515943
